area_fips,county,state,population,pct_uninsured_total,pct_uninsured_138_400_poverty,pct_uninsured_age_50_up,september_employment_selected_industries,total_qtrly_wages_selected_industries,september_employment_all_industries,total_qtrly_wages_all_industries,september_jobs_per_thousand_selected_industries,total_qtrly_wages_lc_selected_industries,september_employment_lq_selected_industries,total_qtrly_wages_lq_selected_industries
13133,Greene County,Georgia,16976,20.1,22,14,1085,7500683,6406,61664852,169,0.12,1.37,1.92
13153,Houston County,Georgia,151682,13.6,14.6,9.6,8244,32892326,62968,714961458,131,0.05,1.06,0.73
13185,Lowndes County,Georgia,114582,17.3,17,14.7,7567,29797307,49538,464709711,153,0.06,1.23,1.01
13211,Morgan County,Georgia,18235,15.9,17.4,13.3,1241,5660380,7731,71753387,161,0.08,1.29,1.24
16015,Boise County,Idaho,7163,13.3,14.7,14.4,474,2617865,1717,14556323,276,0.18,2.22,2.84
17049,Effingham County,Illinois,34174,5.6,7.1,5.7,3026,15120516,22199,219559531,136,0.07,1.1,1.09
17095,Knox County,Illinois,50999,5.8,6.6,5.4,2276,8061901,17773,159532374,128,0.05,1.03,0.8
17113,McLean County,Illinois,173219,5.1,6.7,4.4,10892,47335849,82151,1046914264,133,0.05,1.07,0.71
17147,Piatt County,Illinois,16427,4.7,6.3,4.6,544,1961031,3578,31373949,152,0.06,1.23,0.99
17165,Saline County,Illinois,24231,7.1,7.6,6.5,1103,4727078,7648,64320938,144,0.07,1.16,1.16
18013,Brown County,Indiana,15034,10.5,11.5,8.9,670,3029409,2999,21258204,223,0.14,1.8,2.25
18029,Dearborn County,Indiana,49501,7.3,8.9,5.4,3019,16654177,14210,139918008,212,0.12,1.71,1.88
18095,Madison County,Indiana,129505,9.1,9.9,7.7,5649,24309891,40735,391688866,139,0.06,1.12,0.98
18105,Monroe County,Indiana,145403,9.2,9.5,6.3,8584,36091145,64588,719934097,133,0.05,1.07,0.79
19059,Dickinson County,Iowa,17056,4.8,6.2,4.1,1876,11451255,10115,97689393,185,0.12,1.49,1.85
19183,Washington County,Iowa,22143,5.9,7,4.9,1167,7930544,8301,77555985,141,0.1,1.13,1.61
20037,Crawford County,Kansas,39108,11.9,10.6,8.2,2547,16493966,16939,149257354,150,0.11,1.21,1.74
20045,Douglas County,Kansas,119319,9.2,9.8,7.9,7282,30106260,49918,485079397,146,0.06,1.18,0.98
21009,Barren County,Kentucky,43680,7,7.4,5.9,2251,8523028,16564,142413286,136,0.06,1.1,0.94
21013,Bell County,Kentucky,27188,6.8,7,6,1055,3440683,8063,64865387,131,0.05,1.05,0.84
21037,Campbell County,Kentucky,92267,4.5,5.8,3.8,5307,24891144,30402,325601711,175,0.08,1.41,1.21
21113,Jessamine County,Kentucky,52422,7.6,8.7,5,2478,15366175,17357,165407523,143,0.09,1.15,1.47
21151,Madison County,Kentucky,89700,6.2,6.7,4.6,4519,17575112,34575,339433047,131,0.05,1.05,0.82
21153,Magoffin County,Kentucky,12666,8.2,8.1,6,269,909942,1871,12460038,144,0.07,1.16,1.15
21205,Rowan County,Kentucky,24499,7.1,7.2,5,1329,4506459,10271,92317497,129,0.05,1.04,0.77
21213,Simpson County,Kentucky,18063,6.1,6.6,4.3,1284,5751345,9073,95214220,142,0.06,1.14,0.95
21227,Warren County,Kentucky,126427,7.3,7.8,5.1,8954,38102669,66138,673951891,135,0.06,1.09,0.89
22029,Concordia Parish,Louisiana,20021,9.9,9.7,9.8,853,3508438,5521,46421212,155,0.08,1.25,1.19
22063,Livingston Parish,Louisiana,138111,8.9,10.6,8.2,4134,16051536,29709,287642183,139,0.06,1.12,0.88
23007,Franklin County,Maine,30019,10.8,11.4,9.8,1616,9620104,10363,98384062,156,0.1,1.26,1.54
24001,Allegany County,Maryland,71977,5.9,6.7,6,3971,17378798,29292,278250170,136,0.06,1.09,0.99
24009,Calvert County,Maryland,91082,4.1,6.6,3.5,3867,20638892,22275,273029157,174,0.08,1.4,1.19
24017,Charles County,Maryland,157671,5,7.4,4.1,6514,31781673,41484,483691569,157,0.07,1.27,1.04
24019,Dorchester County,Maryland,32261,7.3,8.6,6.4,1431,8011716,11431,111711661,125,0.07,1.01,1.13
24023,Garrett County,Maryland,29376,7.4,8.5,6.7,2142,11394825,12301,111240841,174,0.1,1.4,1.62
24029,Kent County,Maryland,19593,8.4,10.6,6.1,1032,6808604,8005,81908006,129,0.08,1.04,1.31
24037,St. Mary's County,Maryland,111531,5.2,8,3.8,5935,53937410,45837,767164924,129,0.07,1.04,1.11
26019,Benzie County,Michigan,17552,7.4,8.1,6.1,1351,9539407,4558,41878598,296,0.23,2.39,3.59
26039,Crawford County,Michigan,13836,6.5,6.7,5.8,545,2716345,4273,45542115,128,0.06,1.03,0.94
26069,Iosco County,Michigan,25247,7.6,7.9,7.1,2114,28070221,8188,91134304,258,0.31,2.08,4.86
26115,Monroe County,Michigan,149699,5,6.3,4.6,5053,23010861,39763,483548003,127,0.05,1.02,0.75
26135,Oscoda County,Michigan,8277,9,9.4,7.4,350,1793714,1735,14043493,202,0.13,1.63,2.01
26143,Roscommon County,Michigan,23877,7.5,7.8,6.9,1105,5253388,5790,51215965,191,0.1,1.54,1.62
27005,Becker County,Minnesota,33773,6.9,8.3,5.9,2023,9520359,14590,142010089,139,0.07,1.12,1.06
27041,Douglas County,Minnesota,37203,3.9,5.1,3.2,2438,11026660,19396,209383648,126,0.05,1.01,0.83
27057,Hubbard County,Minnesota,20862,6.8,8,6,1017,4919967,6507,65748420,156,0.07,1.26,1.18
27115,Pine County,Minnesota,29129,6.7,7.7,6.3,1132,5173495,8480,71895058,133,0.07,1.08,1.13
27163,Washington County,Minnesota,253317,3.3,5.7,2.9,12099,62098146,88238,1047110510,137,0.06,1.11,0.94
28071,Lafayette County,Mississippi,53459,13.8,13.9,11.8,5032,18923075,25386,230363277,198,0.08,1.6,1.3
28075,Lauderdale County,Mississippi,77323,12.6,13.5,11.4,4082,17670415,32695,312012337,125,0.06,1.01,0.89
28105,Oktibbeha County,Mississippi,49481,15.6,14.1,12.5,3806,12948377,20768,197172063,183,0.07,1.48,1.04
28131,Stone County,Mississippi,18375,13.3,12.6,12.3,564,1767966,4519,38965393,125,0.05,1.01,0.72
29001,Adair County,Missouri,25325,10.6,9.2,8.6,1387,4921259,9931,82143033,140,0.06,1.13,0.94
29037,Cass County,Missouri,102678,8.8,10.6,7.4,4101,17112665,27302,243209312,150,0.07,1.21,1.11
29043,Christian County,Missouri,84275,10.1,10.9,9.1,2625,11362425,18026,140120375,146,0.08,1.17,1.28
29053,Cooper County,Missouri,17622,10.6,10.4,10.2,829,4203312,5082,40045366,163,0.1,1.31,1.66
29161,Phelps County,Missouri,44789,13.9,13,10.2,2327,9248588,18400,180895653,126,0.05,1.02,0.81
29169,Pulaski County,Missouri,52591,11.4,11.3,10.4,2596,14533753,13020,130581695,199,0.11,1.61,1.76
30007,Broadwater County,Montana,5834,11.3,12.9,10.5,198,724998,1407,12914619,141,0.06,1.13,0.89
30021,Dawson County,Montana,9191,8,9.5,7.5,482,2303119,3594,36734645,134,0.06,1.08,0.99
30023,Deer Lodge County,Montana,9100,10.1,11.4,9,433,1566422,3155,29778373,137,0.05,1.11,0.83
30043,Jefferson County,Montana,11778,8.3,10.7,7.5,296,1101928,2366,23394320,125,0.05,1.01,0.74
30067,Park County,Montana,16246,10.1,11.2,10,1946,12439400,6537,61128311,298,0.2,2.4,3.21
30071,Phillips County,Montana,4124,14.2,14.6,14,170,567214,1278,10870977,133,0.05,1.07,0.82
30083,Richland County,Montana,11360,10.7,14.1,7.9,694,3310003,5384,69735171,129,0.05,1.04,0.75
30089,Sanders County,Montana,11521,15.6,16.3,13.7,513,2207265,3034,25161652,169,0.09,1.36,1.38
31025,Cass County,Nebraska,25702,7,8.6,5.8,757,3019281,5897,58073688,128,0.05,1.03,0.82
31111,Lincoln County,Nebraska,35433,8.8,10.2,6,1976,9023978,14399,147390298,137,0.06,1.11,0.97
31131,Otoe County,Nebraska,15896,8.9,10.2,6.5,838,3972367,6327,63326124,132,0.06,1.07,0.99
32001,Churchill County,Nevada,24010,13.6,14.6,12,1697,18895471,8400,100666941,202,0.19,1.63,2.96
32013,Humboldt County,Nevada,16904,15.3,18.9,9.3,1067,5535644,7771,109715683,137,0.05,1.11,0.8
32023,Nye County,Nevada,43705,12.8,13.6,10.9,2193,12175953,12724,163257333,172,0.07,1.39,1.18
32033,White Pine County,Nevada,9737,11,12.9,9.2,558,3219295,4377,62200579,127,0.05,1.03,0.82
33001,Belknap County,New Hampshire,60640,7.6,10.5,6.7,4554,32371054,26549,290035178,172,0.11,1.38,1.76
33003,Carroll County,New Hampshire,47840,9,11.2,8.5,5748,43564526,20547,200116510,280,0.22,2.25,3.43
33007,Coos County,New Hampshire,32038,7.8,9.2,7.7,2602,17003258,12268,119891866,212,0.14,1.71,2.24
34037,Sussex County,New Jersey,142298,6.1,10,5.8,5861,33599410,38095,423158883,154,0.08,1.24,1.25
35027,Lincoln County,New Mexico,19482,12.8,12.6,11.7,2016,12158421,6769,56893808,298,0.21,2.4,3.37
35049,Santa Fe County,New Mexico,148917,13.3,15.5,9.2,12026,86518305,62966,703852982,191,0.12,1.54,1.94
35051,Sierra County,New Mexico,11135,9.8,9,8.5,489,1805799,3405,27485034,144,0.07,1.16,1.04
35055,Taos County,New Mexico,32888,12.6,12.5,11.1,2908,16673975,10687,90111754,272,0.19,2.19,2.92
36013,Chautauqua County,New York,129656,5.3,6.1,4.8,6148,31137084,48764,479878423,126,0.06,1.02,1.02
36023,Cortland County,New York,48123,4.2,5,3.6,2527,11712417,18436,183307535,137,0.06,1.1,1.01
36037,Genesee County,New York,58112,4.8,5.8,4.7,2968,17523677,23612,247462940,126,0.07,1.01,1.12
36039,Greene County,New York,47617,5.6,6.9,4.9,2753,17039736,14421,152168117,191,0.11,1.54,1.77
36041,Hamilton County,New York,4575,6.7,8.2,5.5,494,4428463,1873,17051476,264,0.26,2.13,4.1
36043,Herkimer County,New York,62505,4.9,5.7,4.8,2214,13043822,16850,160519322,131,0.08,1.06,1.28
36045,Jefferson County,New York,114448,4.7,5.4,4.5,5259,30515221,40962,431398822,128,0.07,1.03,1.12
36063,Niagara County,New York,211704,5.1,6.3,4.4,10727,56506929,74331,751608942,144,0.08,1.16,1.19
36075,Oswego County,New York,119104,5.3,6.4,4.5,4603,18604906,34355,361394911,134,0.05,1.08,0.81
36077,Otsego County,New York,60244,5.2,6.1,3.9,3779,27728004,23987,259949080,158,0.11,1.27,1.68
36091,Saratoga County,New York,227377,3.8,5.9,3.2,12530,89440357,89537,1133318164,140,0.08,1.13,1.24
36095,Schoharie County,New York,31364,5.2,6.1,4.3,1388,9847983,9246,91015493,150,0.11,1.21,1.71
36097,Schuyler County,New York,17992,5.3,5.9,5,959,6709625,5165,48964733,186,0.14,1.5,2.16
36099,Seneca County,New York,34612,6.3,7.2,4.7,2268,15789793,12571,138582087,180,0.11,1.45,1.8
36105,Sullivan County,New York,75211,6.5,7.6,5.4,5384,49631473,29996,306423917,179,0.16,1.45,2.55
36113,Warren County,New York,64480,5.2,6.6,4.3,7611,62343349,38799,461157255,196,0.14,1.58,2.13
37011,Avery County,North Carolina,17501,20,19.7,15,1712,12631129,6921,59437709,247,0.21,1.99,3.35
37087,Haywood County,North Carolina,60433,12,12.5,10.1,2675,12369794,17695,162031038,151,0.08,1.22,1.2
37095,Hyde County,North Carolina,5393,15.7,14.9,14,289,2124313,1858,16655006,156,0.13,1.25,2.01
37133,Onslow County,North Carolina,193912,8.8,8.9,9.3,8875,40962247,49055,430503028,181,0.1,1.46,1.5
37139,Pasquotank County,North Carolina,39479,12.2,12.2,11.5,2370,14888288,15046,147787474,158,0.1,1.27,1.59
37141,Pender County,North Carolina,59020,13.7,14.3,12.7,1974,9072788,12931,115440444,153,0.08,1.23,1.24
37175,Transylvania County,North Carolina,33513,15.3,15.5,11.9,1573,9789875,9358,84478640,168,0.12,1.35,1.83
37189,Watauga County,North Carolina,54117,14.2,13.6,10.8,5503,25356391,24648,228717430,223,0.11,1.8,1.75
38035,Grand Forks County,North Dakota,70400,7.9,9.5,5.8,5086,22236349,39985,469635061,127,0.05,1.03,0.75
39009,Athens County,Ohio,65936,9.3,8.8,8,3087,10892617,21169,225750545,146,0.05,1.18,0.76
39015,Brown County,Ohio,43679,7.6,8,6.7,1028,3718587,7789,67426722,132,0.06,1.06,0.87
39045,Fairfield County,Ohio,152910,5.8,7.4,4.9,6903,29106927,43612,432465863,158,0.07,1.28,1.06
39133,Portage County,Ohio,162644,6.8,7.9,6,7162,27900290,55733,620088639,129,0.04,1.04,0.71
40083,Logan County,Oklahoma,46044,13.5,15.4,12.6,1119,3866919,7703,67657328,145,0.06,1.17,0.9
41013,Crook County,Oregon,22337,8.6,9.5,7.6,847,5527905,6388,73233802,133,0.08,1.07,1.19
41015,Curry County,Oregon,22507,9.3,10.4,8.2,1418,7066610,7061,62742079,201,0.11,1.62,1.78
41027,Hood River County,Oregon,23131,11.2,13.3,8.3,2229,14135939,15445,150826546,144,0.09,1.16,1.48
41057,Tillamook County,Oregon,26076,10.5,11.4,8.5,1742,11609565,10120,101109068,172,0.11,1.39,1.81
41065,Wasco County,Oregon,25866,11,12.2,8.7,1389,7900483,11122,134529373,125,0.06,1.01,0.93
42001,Adams County,Pennsylvania,102023,7.5,9.5,5.6,5091,23345770,35608,377436709,143,0.06,1.15,0.98
42031,Clarion County,Pennsylvania,38827,7.8,8.7,6.5,1671,5690420,13169,117169107,127,0.05,1.02,0.77
42051,Fayette County,Pennsylvania,132289,6.3,7.3,6.2,6187,35466684,40101,414575557,154,0.09,1.24,1.35
42111,Somerset County,Pennsylvania,74949,7,8,5.7,3199,14689113,24309,244726521,132,0.06,1.06,0.95
42113,Sullivan County,Pennsylvania,6177,8.6,9.6,6.8,198,955553,1542,14601642,128,0.07,1.03,1.03
42119,Union County,Pennsylvania,45114,7.5,9.4,4.9,2310,10285195,17594,208146791,131,0.05,1.06,0.78
45035,Dorchester County,South Carolina,155474,11.3,12.7,10.7,5007,22410798,36256,351426734,138,0.06,1.11,1.01
46027,Clay County,South Dakota,13925,10.5,9.5,8.3,1021,2892028,6104,58521205,167,0.05,1.35,0.78
46033,Custer County,South Dakota,8573,11.8,13.5,10.4,927,6753983,2762,26138917,336,0.26,2.7,4.08
47013,Campbell County,Tennessee,39687,12.4,11.9,11,1315,5943847,9292,78721533,142,0.08,1.14,1.19
47125,Montgomery County,Tennessee,196387,8.8,9,8.7,8902,36508144,56996,584155000,156,0.06,1.26,0.99
47139,Polk County,Tennessee,16782,12.5,12,11.2,717,2935361,2545,17811913,282,0.16,2.27,2.6
48021,Bastrop County,Texas,82577,21.8,24.1,18.2,3157,16485802,18681,188573540,169,0.09,1.36,1.38
48043,Brewster County,Texas,9216,19.8,21.1,19.1,939,5184308,4096,41692025,229,0.12,1.85,1.96
48273,Kleberg County,Texas,31425,19.7,19.8,15.2,1627,7999877,11720,117932692,139,0.07,1.12,1.07
49017,Garfield County,Utah,5017,16.3,16.7,12.4,1363,7768966,2805,22158647,486,0.35,3.92,5.53
50003,Bennington County,Vermont,35920,6,7.4,5.6,2380,16484027,17312,189968801,137,0.09,1.11,1.37
50025,Windham County,Vermont,43150,5.6,6.9,5.7,2845,18396888,20639,226733512,138,0.08,1.11,1.28
50027,Windsor County,Vermont,55427,6,7.8,5.7,3446,25635246,23002,263233774,150,0.1,1.21,1.54
51073,Gloucester County,Virginia,37161,9.7,11.8,8,1326,6097908,9498,86724116,140,0.07,1.13,1.11
51095,James City County,Virginia,74153,8.9,13,7.6,7135,39189658,30351,302244784,235,0.13,1.89,2.04
51103,Lancaster County,Virginia,10804,12.1,14.5,11.2,641,3573058,4710,42551007,136,0.08,1.1,1.32
51127,New Kent County,Virginia,21103,9.6,13.4,7.5,1218,12269062,4997,53562844,244,0.23,1.96,3.61
51139,Page County,Virginia,23749,13.1,14.2,11.6,1133,5794471,5600,47144484,202,0.12,1.63,1.94
51147,Prince Edward County,Virginia,22956,12.1,12.9,10.1,1214,4665797,9113,86999382,133,0.05,1.07,0.85
51600,Fairfax city,Virginia,23865,9.4,16.7,6.6,3067,17745484,19761,280277680,155,0.06,1.25,1
51630,Fredericksburg city,Virginia,28469,11.2,13.4,9,4522,23399790,24595,299089359,184,0.08,1.48,1.23
51660,Harrisonburg city,Virginia,53391,15.8,15.1,12.7,5398,21487708,31774,321538294,170,0.07,1.37,1.05
51678,Lexington city,Virginia,7110,8.8,11.1,6.6,600,2996534,4424,51514075,136,0.06,1.09,0.92
51790,Staunton city,Virginia,24452,10.1,11.1,9.2,1600,6958047,11223,107213564,143,0.06,1.15,1.02
51820,Waynesboro city,Virginia,21926,11.9,12.7,10.2,1517,6638659,9262,86022762,164,0.08,1.32,1.22
51830,Williamsburg city,Virginia,14788,11.6,12.1,9.8,4738,31440393,12778,145158224,371,0.22,2.99,3.42
53027,Grays Harbor County,Washington,71967,8.9,10,9,2940,19003765,23321,261442189,126,0.07,1.02,1.15
54011,Cabell County,West Virginia,95318,8.7,9.5,7.6,6572,26620424,52422,580094367,125,0.05,1.01,0.72
54019,Fayette County,West Virginia,44126,8.1,8.4,7.8,1953,8735630,10813,102323918,181,0.09,1.46,1.35
54025,Greenbrier County,West Virginia,35347,8.5,9.2,7.6,2983,24398414,13244,124419478,225,0.2,1.82,3.09
54029,Hancock County,West Virginia,29680,7.2,8.2,6.3,1630,9524636,9547,92154987,171,0.1,1.38,1.63
54069,Ohio County,West Virginia,42547,6.4,7.7,5.7,3847,19085774,28290,301214098,136,0.06,1.1,1
55001,Adams County,Wisconsin,20073,7.9,8.5,7,943,5572238,4682,42565494,201,0.13,1.62,2.06
55007,Bayfield County,Wisconsin,14992,9.2,9.9,8.5,1018,5630107,4491,37178005,227,0.15,1.83,2.39
55051,Iron County,Wisconsin,5715,7.3,7.8,7.1,251,1154435,1699,12924796,148,0.09,1.19,1.41
55077,Marquette County,Wisconsin,15207,8.5,9.1,6.9,534,1810147,4095,35338641,130,0.05,1.05,0.81
55085,Oneida County,Wisconsin,35345,6.3,7.7,5.6,2529,13743518,16250,175652747,156,0.08,1.25,1.23
55091,Pepin County,Wisconsin,7262,8,9.3,5.8,332,1151431,2292,21262087,145,0.05,1.17,0.85
55111,Sauk County,Wisconsin,63596,7.3,9,5.3,8636,52555813,37446,383696504,231,0.14,1.86,2.16
55113,Sawyer County,Wisconsin,16370,10.7,12.1,9.3,1216,6623506,7228,66804924,168,0.1,1.36,1.56
55127,Walworth County,Wisconsin,103013,8.5,10.2,6,8389,49809360,42793,412971107,196,0.12,1.58,1.9
56007,Carbon County,Wyoming,15477,16.3,19.3,13.5,1470,9339580,7459,90384234,197,0.1,1.59,1.63
56031,Platte County,Wyoming,8673,14.9,17.9,12,482,2139868,3475,37013064,139,0.06,1.12,0.91
72023,Cabo Rojo Municipio,Puerto Rico,49005,NA,NA,NA,951,2661017,6226,25170778,153,0.11,1.23,1.67
72029,Can�vanas Municipio,Puerto Rico,46108,NA,NA,NA,785,2909521,5028,29606688,156,0.1,1.26,1.55
72051,Dorado Municipio,Puerto Rico,37208,NA,NA,NA,1859,7050638,8748,56260400,213,0.13,1.71,1.98
72065,Hatillo Municipio,Puerto Rico,40390,NA,NA,NA,1181,3037754,8544,40219521,138,0.08,1.11,1.19
02100,Haines Borough,Alaska,2518,18,21.2,17.5,407,2745091,1300,13744411,313,0.2,2.52,3.15
06063,Plumas County,California,18699,6.9,7.9,5.8,1294,8677977,7019,77970299,184,0.11,1.49,1.76
08019,Clear Creek County,Colorado,9379,5.5,7.8,5.6,864,6822090,2952,37218450,293,0.18,2.36,2.89
08065,Lake County,Colorado,7585,11.7,12.4,10.6,419,2773643,2398,26880172,175,0.1,1.41,1.63
08091,Ouray County,Colorado,4722,8.7,10.3,8.4,705,5074498,2070,20859049,341,0.24,2.74,3.84
08093,Park County,Colorado,17392,8.7,10.5,7.7,428,2700641,2628,28186657,163,0.1,1.31,1.51
26051,Gladwin County,Michigan,25289,8,8.5,6.7,577,2301955,4165,38463405,139,0.06,1.12,0.94
26127,Oceana County,Michigan,26417,9.2,9.5,7.2,1038,5605565,7370,65698970,141,0.09,1.14,1.35
37005,Alleghany County,North Carolina,10973,18.3,17.2,14.3,480,2773283,3300,25843320,145,0.11,1.17,1.69
37053,Currituck County,North Carolina,25796,12.8,14.8,9.3,1280,9251319,7841,68708816,163,0.13,1.32,2.12
37173,Swain County,North Carolina,14254,18.3,18.9,16.7,1482,7951441,10451,100207120,142,0.08,1.14,1.25
45029,Colleton County,South Carolina,37568,13.6,12.9,13.3,1444,6345292,10743,94178824,134,0.07,1.08,1.06
48053,Burnet County,Texas,45750,21.3,24.7,16.1,1993,12323036,14824,159071059,134,0.08,1.08,1.22
48315,Marion County,Texas,10083,19,19.8,16.9,346,1187718,1964,16153797,176,0.07,1.42,1.16
51163,Rockbridge County,Virginia,22509,11.9,13.8,9.1,873,4583006,6345,52012600,138,0.09,1.11,1.39
53049,Pacific County,Washington,21281,9.6,10.5,8.2,1164,6290225,6721,65982570,173,0.1,1.4,1.5
72053,Fajardo Municipio,Puerto Rico,32001,NA,NA,NA,1358,5564023,9448,57542536,144,0.1,1.16,1.53
72117,Rinc�n Municipio,Puerto Rico,14269,NA,NA,NA,494,1856791,1838,8930176,269,0.21,2.17,3.28
05023,Cleburne County,Arkansas,25230,9.1,9.5,8.4,878,3982775,6452,52197187,136,0.08,1.1,1.2
05137,Stone County,Arkansas,12446,11.9,12,9.3,451,1741195,2628,19709782,172,0.09,1.38,1.39
08007,Archuleta County,Colorado,12908,12.9,14.4,10.8,919,5448830,4383,41890398,210,0.13,1.69,2.05
08053,Hinsdale County,Colorado,878,10.5,11.8,9.7,73,629339,310,2646886,235,0.24,1.9,3.75
08073,Lincoln County,Colorado,5548,9.5,9.8,8.3,306,1773963,2141,24495059,143,0.07,1.15,1.14
08111,San Juan County,Colorado,544,8.6,9.8,9.7,204,1449827,439,3294655,465,0.44,3.75,6.94
12037,Franklin County,Florida,11736,17.7,18.3,15,731,5211925,3292,27201297,222,0.19,1.79,3.02
13011,Banks County,Georgia,18510,19.3,19.2,15.4,1110,4846161,4683,40777596,237,0.12,1.91,1.87
13029,Bryan County,Georgia,35885,12.2,13.7,10.9,1387,5631354,8985,82070325,154,0.07,1.24,1.08
13047,Catoosa County,Georgia,66299,12.7,13.7,11.8,2615,10904315,15498,137753730,169,0.08,1.36,1.25
13123,Gilmer County,Georgia,29922,22.5,22.3,18,1118,5012696,6933,55698071,161,0.09,1.3,1.42
13187,Lumpkin County,Georgia,31951,19.9,20,16.6,1361,5663401,7701,69297235,177,0.08,1.42,1.29
13227,Pickens County,Georgia,30832,17.5,19.7,13.7,1262,6288780,7963,89555428,158,0.07,1.28,1.11
13281,Towns County,Georgia,11417,17.3,17.6,14.8,806,4329527,3420,28568378,236,0.15,1.9,2.39
16043,Fremont County,Idaho,12965,14,13,13.3,487,2814258,3453,30677849,141,0.09,1.14,1.45
17051,Fayette County,Illinois,21724,7.2,8.1,6.9,762,2706231,5478,49682712,139,0.05,1.12,0.86
17083,Jersey County,Illinois,22069,5,6,5.2,778,3135873,5122,43309630,152,0.07,1.22,1.14
18117,Orange County,Indiana,19547,10,10.5,7.1,2393,17720895,7595,65308422,315,0.27,2.54,4.28
20049,Elk County,Kansas,2562,14.1,13.1,14.1,101,462636,606,2871007,167,0.16,1.34,2.54
21157,Marshall County,Kentucky,31166,6.1,6.9,4.7,1744,10124015,11614,143702688,150,0.07,1.21,1.11
21187,Owen County,Kentucky,10741,6.4,6.8,4.7,211,833217,1429,13011747,148,0.06,1.19,1.01
26009,Antrim County,Michigan,23177,8.1,9.2,6.1,1218,7492758,5621,50483592,217,0.15,1.75,2.34
26061,Houghton County,Michigan,36360,6.7,6.6,5.5,1535,5715808,11509,123010335,133,0.05,1.07,0.73
26129,Ogemaw County,Michigan,20928,7.3,7.9,6.1,740,3281768,5883,53389272,126,0.06,1.01,0.97
27001,Aitkin County,Minnesota,15834,6.6,7.5,6.2,599,2469764,4133,37744808,145,0.07,1.17,1.03
27077,Lake of the Woods County,Minnesota,3809,6.4,7.4,5.8,510,2864767,1705,15601746,299,0.18,2.41,2.9
29015,Benton County,Missouri,18989,14.9,13.8,13.7,493,1657108,3517,25941357,140,0.06,1.13,1.01
30061,Mineral County,Montana,4211,10.6,11.2,10.4,193,844254,1247,10057734,155,0.08,1.25,1.32
30097,Sweet Grass County,Montana,3653,9.9,10.8,8.6,234,1144764,1550,19086562,151,0.06,1.22,0.95
30101,Toole County,Montana,4976,13.4,15.4,10.9,295,1481463,1868,19934832,158,0.07,1.27,1.17
30105,Valley County,Montana,7532,12.4,14,11.4,410,1736552,2999,30439225,137,0.06,1.1,0.9
32019,Lyon County,Nevada,53155,13.2,13.9,11.8,1652,8588196,12794,146728702,129,0.06,1.04,0.92
35019,Guadalupe County,New Mexico,4382,8.3,8.2,7.6,334,1415434,1444,11478763,231,0.12,1.86,1.94
37039,Cherokee County,North Carolina,27668,14,13.3,13.1,1124,4921164,8014,67859947,140,0.07,1.13,1.14
37083,Halifax County,North Carolina,51737,13.5,13.7,12.1,2033,7624164,15439,135120482,132,0.06,1.06,0.89
37113,Macon County,North Carolina,34410,15.6,15,11.9,2195,15098632,11496,100067127,191,0.15,1.54,2.38
37115,Madison County,North Carolina,21405,12.6,12,11,550,2609297,4058,34274015,136,0.08,1.09,1.2
39073,Hocking County,Ohio,28495,7,7.4,6.5,1266,5174137,6574,54116226,193,0.1,1.55,1.51
40005,Atoka County,Oklahoma,13874,20.7,20.1,18.8,503,2198941,3296,25123254,153,0.09,1.23,1.38
40091,McIntosh County,Oklahoma,19819,20.7,20,17.4,616,2784192,4271,30906590,144,0.09,1.16,1.42
46015,Brule County,South Dakota,5256,18.1,20.4,12.1,326,1251827,1887,16038249,173,0.08,1.39,1.23
46119,Sully County,South Dakota,1331,12.5,15.6,8.6,153,1117288,776,7303705,197,0.15,1.59,2.41
47029,Cocke County,Tennessee,35336,12.3,11.2,14.1,1337,11447119,7942,72567209,168,0.16,1.36,2.49
47085,Humphreys County,Tennessee,18318,11.2,11.4,11.4,812,4509572,6017,69354459,135,0.07,1.09,1.03
48019,Bandera County,Texas,21763,18.7,21.1,15.6,566,3658784,3343,31567762,169,0.12,1.36,1.83
48105,Crockett County,Texas,3633,22.2,25.1,17.8,223,969422,1458,15894379,153,0.06,1.23,0.96
48109,Culberson County,Texas,2241,26.1,26.9,23.9,192,817175,1221,16762918,157,0.05,1.27,0.77
48149,Fayette County,Texas,25066,20.6,23.6,16.1,1131,5240864,8997,98232881,126,0.05,1.01,0.84
48221,Hood County,Texas,56901,17.5,21.5,14.8,2360,11101345,16906,188427972,140,0.06,1.13,0.93
48223,Hopkins County,Texas,36240,22,22.7,16.9,1675,7503247,12989,129121021,129,0.06,1.04,0.92
48377,Presidio County,Texas,7123,29,28.4,25.8,418,2686507,2153,24040525,194,0.11,1.56,1.76
49033,Rich County,Utah,2350,11.8,11.5,9.6,294,1877733,1027,8337783,286,0.23,2.31,3.55
49055,Wayne County,Utah,2694,15.2,14.3,12.5,375,1967962,1166,9795888,322,0.2,2.59,3.17
51035,Carroll County,Virginia,29738,12.6,12.8,10.6,811,3260889,6185,48237830,131,0.07,1.06,1.07
51157,Rappahannock County,Virginia,7332,14.1,17.3,12.1,291,2238933,1403,13414744,207,0.17,1.67,2.63
51570,Colonial Heights city,Virginia,17593,10.3,11.3,9.5,2343,9619690,10288,86383040,228,0.11,1.84,1.76
51720,Norton city,Virginia,3990,11.4,11.8,9.5,473,1594380,3428,33788461,138,0.05,1.11,0.74
53059,Skamania County,Washington,11620,7.2,8.8,6.1,587,3860481,2226,21749626,264,0.18,2.13,2.8
